DATE,SMU26114606054000001SA
2005-07-01,14.741640455323699
2005-08-01,14.7247310472487
2005-09-01,14.828350105797698
2005-10-01,14.8648674128772
2005-11-01,14.8954879247103
2005-12-01,14.7588115562189
2006-01-01,14.7609196299683
2006-02-01,14.698254394792302
2006-03-01,14.7534591124557
2006-04-01,14.7650468096589
2006-05-01,14.7003382874959
2006-06-01,14.711128613048501
2006-07-01,14.9154649798049
2006-08-01,15.0280513380514
2006-09-01,14.9519201126249
2006-10-01,14.967640253898699
2006-11-01,14.8924632545226
2006-12-01,15.0499231286325
2007-01-01,15.1740741421414
2007-02-01,15.2910431859801
2007-03-01,15.256479314193099
2007-04-01,15.2640079833469
2007-05-01,15.1930205681929
2007-06-01,15.203696632338
2007-07-01,15.103823123169999
2007-08-01,14.943592656586402
2007-09-01,14.6834724361398
2007-10-01,14.461643966097501
2007-11-01,14.2887719694837
2007-12-01,14.445150348092401
2008-01-01,14.272282542404001
2008-02-01,14.2800598420147
2008-03-01,14.1524950175808
2008-04-01,14.0625172078032
2008-05-01,14.184502881091198
2008-06-01,14.1993240845264
2008-07-01,13.906094484417501
2008-08-01,13.968128303058698
2008-09-01,13.9133250758944
2008-10-01,13.9491347171894
2008-11-01,13.8797776437518
2008-12-01,13.738666802746
2009-01-01,13.559799985009501
2009-02-01,13.479391334958802
2009-03-01,13.353560468554699
2009-04-01,13.264749151988001
2009-05-01,13.068110269721501
2009-06-01,12.9013141309217
2009-07-01,13.018163500229399
2009-08-01,12.9877741610063
2009-09-01,13.027417037031
2009-10-01,13.029478892363601
2009-11-01,13.0722010677285
2009-12-01,13.244542077691
2010-01-01,13.1418423110881
2010-02-01,13.084623729056899
2010-03-01,13.1630780802794
2010-04-01,13.1624850019214
2010-05-01,13.1535215820315
2010-06-01,13.207156748876601
2010-07-01,13.2287122718313
2010-08-01,13.2978843710224
2010-09-01,13.1251996439551
2010-10-01,13.4109857440197
2010-11-01,13.468622601940401
2010-12-01,13.4580014115101
2011-01-01,13.5240012799045
2011-02-01,13.597492481844899
2011-03-01,13.687460625644
2011-04-01,13.655960210279698
2011-05-01,13.7374218991966
2011-06-01,13.717722203470199
2011-07-01,13.527180534258001
2011-08-01,13.5896306033046
2011-09-01,13.6088089657058
2011-10-01,13.8057185844575
2011-11-01,13.7653109932748
2011-12-01,13.8813279439187
2012-01-01,13.919992083484
2012-02-01,13.909856956255199
2012-03-01,14.0142590465341
2012-04-01,14.3507758836112
2012-05-01,14.324628501817902
2012-06-01,14.4190305125177
2012-07-01,14.615055227153098
2012-08-01,14.666349941771701
2012-09-01,14.7909124080775
2012-10-01,14.710894462800699
2012-11-01,14.8660117962985
2012-12-01,14.903876004727099
2013-01-01,15.1257796366475
2013-02-01,15.224271789535699
2013-03-01,15.248529645729999
2013-04-01,15.2475824304988
2013-05-01,15.2091653196833
2013-06-01,15.218105382908401
2013-07-01,15.189503351111698
2013-08-01,15.3327246027339
2013-09-01,15.373300803397902
2013-10-01,15.424552311267801
2013-11-01,15.362750408383699
2013-12-01,15.633490531480902
2014-01-01,15.540252353168599
2014-02-01,15.6403689323844
2014-03-01,15.5768851225694
2014-04-01,15.740148749586501
2014-05-01,15.8042608361634
2014-06-01,15.8072106248303
2014-07-01,15.861874892903499
2014-08-01,15.8936378803219
2014-09-01,15.961300673472302
2014-10-01,15.9382941640379
2014-11-01,16.0659607457903
2014-12-01,16.062486375160198
2015-01-01,15.958367540502
2015-02-01,15.9554690959544
2015-03-01,16.0999853508827
2015-04-01,16.0340707091089
2015-05-01,16.094891868682698
2015-06-01,16.1929562034138
2015-07-01,16.2289138280519
2015-08-01,16.255946551108803
2015-09-01,16.1584315221308
2015-10-01,16.5577259171486
2015-11-01,16.476681181794902
2015-12-01,16.490597222182
2016-01-01,16.6799516138027
2016-02-01,16.7667925264637
2016-03-01,16.7019207669308
2016-04-01,16.930546785089902
2016-05-01,16.984909036491
2016-06-01,16.9653541602786
2016-07-01,17.1023843980862
2016-08-01,17.127728089179698
2016-09-01,16.9681951484535
2016-10-01,17.2761309409974
2016-11-01,17.3018330683431
2016-12-01,17.3150634547565
2017-01-01,17.4002180423578
2017-02-01,17.36735610483
2017-03-01,17.389402961472598
2017-04-01,17.625934184003302
2017-05-01,17.5668905729691
2017-06-01,17.742363784121803
2017-07-01,17.7784787730957
2017-08-01,17.9116023457208
2017-09-01,17.9848363885168
2017-10-01,17.998173182353803
2017-11-01,18.034065767606197
2017-12-01,18.035479441665302
2018-01-01,18.0143863865905
2018-02-01,18.057674593639
2018-03-01,18.0658104185917
2018-04-01,18.0174181070786
2018-05-01,18.155524366838698
2018-06-01,18.1186844335215
2018-07-01,18.2704640504098
2018-08-01,18.202908714059202
2018-09-01,18.2006406474972
2018-10-01,18.118423991641603
2018-11-01,18.264811967474998
2018-12-01,18.2470426204421
2019-01-01,18.5281824409766
2019-02-01,18.840180496332298
2019-03-01,18.8402211711843
2019-04-01,18.6125730539502
2019-05-01,18.7422012239164
2019-06-01,18.8063411890448
2019-07-01,18.7673929342538
2019-08-01,18.8024497368725
2019-09-01,18.8138783850858
2019-10-01,18.8350035571896
2019-11-01,18.8855928323677
2019-12-01,18.950132374334302
2020-01-01,18.9368843078647
2020-02-01,19.0267706885936
2020-03-01,19.116850717617602
