DATE,ANNA426LEIH
2005-07-01,14.548887158715802
2005-08-01,14.4272707288747
2005-09-01,14.2915385932221
2005-10-01,14.2962921517669
2005-11-01,14.2008567452119
2005-12-01,14.2466278328582
2006-01-01,14.171014935387301
2006-02-01,14.161877281654998
2006-03-01,14.260767010599999
2006-04-01,14.274253357940099
2006-05-01,14.1909508999303
2006-06-01,14.3253637875364
2006-07-01,13.9471869770471
2006-08-01,13.9074579713626
2006-09-01,13.763300314294
2006-10-01,13.7173873989768
2006-11-01,13.615748052325301
2006-12-01,13.642083805657599
2007-01-01,13.7596409103618
2007-02-01,13.7811484624471
2007-03-01,13.7751448781343
2007-04-01,13.723526716802098
2007-05-01,13.7979098708381
2007-06-01,14.001252697676598
2007-07-01,14.446615600398
2007-08-01,14.208556842632802
2007-09-01,14.2367227195423
2007-10-01,14.114563667533501
2007-11-01,14.1756063426205
2007-12-01,14.1226163462307
2008-01-01,14.1580989309688
2008-02-01,14.1093323771649
2008-03-01,13.891326364147401
2008-04-01,14.047432647675299
2008-05-01,14.089373430983699
2008-06-01,14.108203365051802
2008-07-01,14.0626542627959
2008-08-01,13.9474128484875
2008-09-01,14.047149424054599
2008-10-01,13.985288825001499
2008-11-01,13.9273668402241
2008-12-01,13.8862012070642
2009-01-01,13.6515740279444
2009-02-01,13.6004932913759
2009-03-01,13.598843009068801
2009-04-01,13.655273242904801
2009-05-01,13.6995921512721
2009-06-01,13.6449356237396
2009-07-01,13.6789989703339
2009-08-01,13.6671171151016
2009-09-01,13.690760086852
2009-10-01,13.7691222333463
2009-11-01,13.7904189732199
2009-12-01,13.764398609428598
2010-01-01,13.82714263564
2010-02-01,13.7631363125967
2010-03-01,13.570972952426699
2010-04-01,13.8476578410027
2010-05-01,13.836868544524698
2010-06-01,13.7777846590255
2010-07-01,13.808822128283401
2010-08-01,13.8808539177123
2010-09-01,13.854397933413802
2010-10-01,13.955431528473499
2010-11-01,13.963029168920901
2010-12-01,13.9450846671488
2011-01-01,14.498807975483
2011-02-01,14.3944772288781
2011-03-01,14.4357958215961
2011-04-01,14.4760376494894
2011-05-01,14.591773388072
2011-06-01,14.589161291110802
2011-07-01,14.9406389142326
2011-08-01,15.081506901289
2011-09-01,15.3922738086264
2011-10-01,15.253400566136598
2011-11-01,15.435810179793197
2011-12-01,15.5200849056746
2012-01-01,14.886482416952
2012-02-01,14.9412498844256
2012-03-01,15.108694277219
2012-04-01,15.3114337901003
2012-05-01,15.1350145734416
2012-06-01,15.292586620388
2012-07-01,15.2676803478337
2012-08-01,15.2884809802317
2012-09-01,15.328698751378301
2012-10-01,15.526653602627801
2012-11-01,15.6093904774591
2012-12-01,15.576225790968198
2013-01-01,15.8885088666491
2013-02-01,15.6984420754758
2013-03-01,15.7058631131417
2013-04-01,15.766332523161
2013-05-01,15.9597084446279
2013-06-01,16.0213139360867
2013-07-01,15.976636425779299
2013-08-01,16.0893054433311
2013-09-01,16.1244966830136
2013-10-01,16.1021266932935
2013-11-01,16.1021688597673
2013-12-01,16.2218418218896
2014-01-01,16.195068215278003
2014-02-01,16.3863938678809
2014-03-01,16.3992321458185
2014-04-01,16.2843765178265
2014-05-01,16.4922215851334
2014-06-01,16.4805070056212
2014-07-01,16.5649831955561
2014-08-01,16.596250120706998
2014-09-01,16.5256415431497
2014-10-01,16.566720861743
2014-11-01,16.5928556995288
2014-12-01,16.5891485463473
2015-01-01,16.5769321562205
2015-02-01,16.5890086930632
2015-03-01,16.6013740074792
2015-04-01,16.5790713883945
2015-05-01,16.6324922139111
2015-06-01,16.628564482830402
2015-07-01,16.8457001338978
2015-08-01,16.9188456309096
2015-09-01,17.1160580127849
2015-10-01,17.1416519785226
2015-11-01,17.1861469985377
2015-12-01,17.2854645756161
2016-01-01,17.2494980929626
2016-02-01,17.199243702608303
2016-03-01,17.2976371397381
2016-04-01,17.350916290567902
2016-05-01,17.372486492246498
2016-06-01,17.3495912661947
2016-07-01,17.4338756731966
2016-08-01,17.3260260456719
2016-09-01,17.5362476782783
2016-10-01,17.6261951500481
2016-11-01,17.8736023380507
2016-12-01,17.708855907124104
2017-01-01,17.8172934551697
2017-02-01,17.8956801142668
2017-03-01,17.9064041962358
2017-04-01,18.0390275883041
2017-05-01,17.9957417695413
2017-06-01,18.0430968234343
2017-07-01,18.0197699577457
2017-08-01,17.920842862265697
2017-09-01,17.9486875445306
2017-10-01,18.0302259511903
2017-11-01,18.0820846206913
2017-12-01,18.028257819259398
2018-01-01,18.2871348174928
2018-02-01,18.1858868525977
2018-03-01,18.211481163305102
2018-04-01,18.0573362323128
2018-05-01,18.108248086804398
2018-06-01,18.4396129302074
2018-07-01,18.207099610995602
2018-08-01,18.3865985284826
2018-09-01,18.347794646521802
2018-10-01,18.3436428103106
2018-11-01,18.4021082558837
2018-12-01,18.4319562827413
2019-01-01,18.365241445758702
2019-02-01,18.3796981574539
2019-03-01,18.4366827195087
2019-04-01,18.478165480894603
2019-05-01,18.507774496786002
2019-06-01,18.340473110987002
2019-07-01,18.482226198022
2019-08-01,18.3716856423531
2019-09-01,18.333321035246502
2019-10-01,18.251369474483603
2019-11-01,18.128079370517398
2019-12-01,18.131840976985604
2020-01-01,18.1418640598055
2020-02-01,18.174564403028
2020-03-01,17.7607681924997
