DATE,SMU26114607072000001SA
2005-07-01,12.4593825746806
2005-08-01,12.3036501352106
2005-09-01,12.278703471993598
2005-10-01,12.205937685814199
2005-11-01,12.119818944223402
2005-12-01,12.097306191973601
2006-01-01,12.121088688733499
2006-02-01,12.153784702785002
2006-03-01,12.205727841155698
2006-04-01,12.1953485578735
2006-05-01,12.191743820385199
2006-06-01,12.2783391625472
2006-07-01,11.868535515817301
2006-08-01,11.8763873632463
2006-09-01,11.669119946949001
2006-10-01,11.690879896016
2006-11-01,11.6186914057643
2006-12-01,11.599706575802902
2007-01-01,11.7141650145311
2007-02-01,11.6811731926815
2007-03-01,11.7276423595747
2007-04-01,11.497814211342199
2007-05-01,11.7161061406565
2007-06-01,11.801449006580501
2007-07-01,12.25582191695
2007-08-01,12.070240422276198
2007-09-01,12.1361561232804
2007-10-01,12.0539328834253
2007-11-01,12.0831138480129
2007-12-01,12.0877710677304
2008-01-01,12.03065157826
2008-02-01,12.0110308775494
2008-03-01,11.973662874691902
2008-04-01,12.0093865773194
2008-05-01,11.9200120334623
2008-06-01,12.002886845534801
2008-07-01,11.950358585691
2008-08-01,11.8863524483072
2008-09-01,11.9312597002231
2008-10-01,11.908553422359299
2008-11-01,11.951498659716199
2008-12-01,11.8624366441324
2009-01-01,11.740374782251301
2009-02-01,11.722272771859698
2009-03-01,11.707283891577498
2009-04-01,11.7446542922641
2009-05-01,11.8152614757708
2009-06-01,11.710592680403302
2009-07-01,11.73636681408
2009-08-01,11.6920740868036
2009-09-01,11.7372739232231
2009-10-01,11.780991234804699
2009-11-01,11.7466731497056
2009-12-01,11.745515538661198
2010-01-01,11.840378319588801
2010-02-01,11.8157404652365
2010-03-01,11.8007660005911
2010-04-01,11.8785066886394
2010-05-01,11.930631256741199
2010-06-01,11.898976701985701
2010-07-01,11.938508408545301
2010-08-01,11.989459331871199
2010-09-01,11.8645682543102
2010-10-01,12.073577017116802
2010-11-01,12.0395991606535
2010-12-01,12.026957107736402
2011-01-01,12.4340620341269
2011-02-01,12.399927049974801
2011-03-01,12.463238433150801
2011-04-01,12.5246876164608
2011-05-01,12.666139483766802
2011-06-01,12.784183371359301
2011-07-01,12.9540008107146
2011-08-01,13.078492153095901
2011-09-01,13.378719866221399
2011-10-01,13.1813664304335
2011-11-01,13.3196333235903
2011-12-01,13.404854598271802
2012-01-01,12.833762198011101
2012-02-01,12.893381346714099
2012-03-01,13.0261064772613
2012-04-01,13.0503732832395
2012-05-01,13.0125861140823
2012-06-01,13.163596107971198
2012-07-01,13.1790093608414
2012-08-01,13.182419068083501
2012-09-01,13.2888131401542
2012-10-01,13.3767413488027
2012-11-01,13.4884758717429
2012-12-01,13.479844101978099
2013-01-01,13.637608525062499
2013-02-01,13.585489898622901
2013-03-01,13.5076218009989
2013-04-01,13.6819360631274
2013-05-01,13.8414595526165
2013-06-01,13.8683580560868
2013-07-01,13.7993873867745
2013-08-01,13.9770505299722
2013-09-01,13.9830668602917
2013-10-01,14.059740073673401
2013-11-01,14.0691493593048
2013-12-01,14.1559374285635
2014-01-01,13.9566674437192
2014-02-01,14.277184248489402
2014-03-01,14.299571855558698
2014-04-01,14.3872976360899
2014-05-01,14.3702129965372
2014-06-01,14.3880326818705
2014-07-01,14.407648545029799
2014-08-01,14.3837323546262
2014-09-01,14.372471804023302
2014-10-01,14.3299846050005
2014-11-01,14.358734989336801
2014-12-01,14.5458027740851
2015-01-01,14.371199940633199
2015-02-01,14.366420380601001
2015-03-01,14.3958183207936
2015-04-01,14.2877720416088
2015-05-01,14.3864475662133
2015-06-01,14.3180608594408
2015-07-01,14.606634301796
2015-08-01,14.695255985485199
2015-09-01,14.759850084725802
2015-10-01,14.797220080761
2015-11-01,14.8562975296976
2015-12-01,15.0496530103082
2016-01-01,14.7797892558331
2016-02-01,14.8656669798756
2016-03-01,14.895857090011699
2016-04-01,14.9663721979064
2016-05-01,14.9939604495911
2016-06-01,15.0358840017152
2016-07-01,15.00653679242
2016-08-01,15.011840733679
2016-09-01,15.1584823629422
2016-10-01,15.273122687250199
2016-11-01,15.4630235583282
2016-12-01,15.357137082616001
2017-01-01,15.4700842034888
2017-02-01,15.5708089511405
2017-03-01,15.599817907777
2017-04-01,15.7513788160706
2017-05-01,15.6835410226191
2017-06-01,15.657377251369901
2017-07-01,15.701771552946802
2017-08-01,15.608098767311802
2017-09-01,15.663226817551699
2017-10-01,15.6711229108324
2017-11-01,15.681455944111303
2017-12-01,15.6497401332791
2018-01-01,15.7504157773205
2018-02-01,15.678791339456101
2018-03-01,15.7062141659987
2018-04-01,15.6530515440916
2018-05-01,15.674979017588301
2018-06-01,15.7704571760689
2018-07-01,15.7998434962742
2018-08-01,15.882995050620599
2018-09-01,15.867926947132199
2018-10-01,15.883127043236499
2018-11-01,15.901322199980301
2018-12-01,15.9301125164116
2019-01-01,15.841498351655
2019-02-01,15.8774284925054
2019-03-01,15.9218183931408
2019-04-01,15.9592212090002
2019-05-01,15.9629788894861
2019-06-01,15.7850062841809
2019-07-01,15.795400764798801
2019-08-01,15.7613094579394
2019-09-01,15.6683623310099
2019-10-01,15.5969330960384
2019-11-01,15.516050075482399
2019-12-01,15.5158924196725
2020-01-01,15.529489015199802
2020-02-01,15.568190131842599
2020-03-01,15.1396129165751
